,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch
746,275,200,8,5,31,424,1,3,3,1,4,0,15,2,2,0,7,4,6,59,6,1,0,12,13,2,0,1,2,1,4,3,1,4,145,1,0,12,12,1,4,1,0,447,0,0,0,0,1,0,3,1,2,4,4,0,5,82,1,2,384,3,3,2,0,0,0,0,0
747,531,404,13,2,10,72,1,3,3,1,4,0,24,2,2,4,5,5,4,102,49,1,0,8,8,1,398,1,2,2,4,3,1,6,232,1,0,287,153,1,3,1,3,102,249,0,0,0,2,1,3,1,2,4,6,0,5,88,1,2,179,3,3,2,0,15,0,0,0
748,953,331,5,5,126,1413,1,2,3,1,4,0,17,8,2,0,5,6,5,81,28,1,0,6,6,1,198,1,2,1,4,3,1,1,0,1,0,682,230,1,2,1,3,456,372,0,0,0,2,1,4,1,3,6,6,1,1,67,2,2,260,3,3,2,146,167,0,0,0
749,707,373,4,6,26,233,1,3,3,1,4,0,3,2,2,0,0,5,6,45,39,1,0,13,14,2,0,1,2,1,3,3,1,5,340,1,0,385,347,1,4,1,3,331,195,0,0,0,1,1,3,1,3,4,6,1,5,30,1,1,31,3,3,2,0,5,0,0,0
750,481,358,0,5,59,1427,1,2,3,1,4,1,14,2,2,0,2,4,4,72,50,3,0,6,6,1,130,1,2,1,3,3,1,4,397,1,0,501,519,1,4,1,3,652,0,0,0,0,2,0,3,1,2,5,6,1,1,58,1,2,237,3,3,2,0,8,0,0,0
751,1012,653,5,5,126,1304,1,2,3,1,4,0,5,2,2,0,5,7,4,106,53,1,0,12,13,1,147,2,2,2,4,3,3,1,0,1,0,818,422,1,4,1,3,380,480,0,0,0,2,1,4,1,3,6,6,1,3,92,2,2,295,3,3,2,146,118,0,0,0
752,912,750,0,5,104,1609,1,3,3,1,3,0,19,2,2,0,2,8,4,107,55,3,0,12,13,1,40,2,2,2,5,3,3,6,877,1,0,449,937,1,4,1,3,957,0,0,1,0,2,0,3,1,4,6,6,1,1,93,3,3,439,3,3,2,148,35,0,0,0
754,654,452,0,5,84,1159,1,2,3,1,0,0,17,2,2,0,2,6,6,75,37,3,0,13,14,2,0,1,2,1,3,3,1,4,201,1,0,639,467,1,2,1,3,800,0,0,0,0,2,0,3,1,3,6,6,1,1,61,2,2,247,3,3,2,155,0,0,0,88
755,183,375,9,5,40,1268,1,3,3,1,4,0,7,2,2,0,6,4,4,79,26,1,0,6,9,1,168,1,2,1,4,4,4,5,290,1,0,0,38,1,4,1,3,347,0,0,0,1,1,0,3,1,2,4,6,0,3,65,2,2,237,2,3,2,176,0,0,0,0
756,410,226,4,6,28,247,1,3,3,1,4,0,3,2,2,0,0,4,7,44,2,1,0,13,14,2,0,1,3,0,3,3,1,3,15,1,0,523,117,1,4,1,3,226,54,0,1,0,1,0,4,1,2,5,6,0,5,29,1,1,56,3,3,2,0,0,0,0,0
757,471,496,11,2,35,137,1,1,3,1,4,0,24,2,2,4,2,6,4,107,54,1,0,8,8,2,0,2,2,2,4,3,2,6,2,1,0,941,672,1,4,1,3,645,0,0,0,0,2,0,2,1,3,3,6,0,1,93,2,2,261,3,3,2,111,139,0,0,0
758,397,326,0,5,40,622,1,2,3,1,4,0,15,2,2,0,2,4,6,60,50,3,0,8,8,2,0,1,3,1,3,3,2,4,605,1,0,90,356,1,2,1,3,581,0,0,1,0,1,0,2,1,2,3,6,0,5,57,1,1,433,3,3,2,0,0,0,0,0
759,697,493,5,5,44,679,1,2,3,1,4,0,5,2,2,0,5,6,4,105,52,1,0,12,13,1,61,2,2,2,4,3,1,1,0,1,0,681,229,1,4,1,3,170,320,0,0,0,2,1,3,1,3,5,6,0,1,91,2,2,227,3,3,2,100,58,0,0,0
760,723,688,0,5,126,1417,1,2,3,1,1,0,14,2,2,0,2,7,4,105,52,3,0,5,5,1,106,2,2,2,4,3,1,6,802,1,0,289,786,1,4,1,3,856,0,0,1,0,2,0,3,1,3,5,6,2,1,91,2,3,494,3,3,2,106,49,0,0,0
761,101,166,3,6,26,233,1,3,3,1,4,0,3,2,2,0,1,5,6,32,54,1,0,13,14,2,0,2,2,2,3,3,1,1,0,1,0,718,270,1,3,1,3,231,0,0,0,0,1,0,2,1,2,2,6,0,5,16,1,1,5,3,3,2,0,0,54,0,0
762,254,172,15,6,41,441,1,3,3,1,4,0,20,0,2,1,0,4,6,44,0,1,0,8,8,2,0,1,2,1,4,3,2,3,330,1,0,229,196,1,2,1,3,138,25,0,1,0,1,0,3,1,2,3,6,1,5,29,1,2,155,3,3,2,0,0,0,0,95
763,631,188,10,5,41,680,1,3,3,1,4,0,15,2,2,2,2,4,4,70,17,1,0,9,9,2,0,1,2,1,3,3,1,1,0,1,0,997,798,1,2,1,3,784,0,0,0,0,2,0,4,2,2,6,3,0,5,56,1,3,454,3,3,2,0,134,0,0,0
764,427,399,0,5,61,933,1,3,3,1,4,0,8,2,2,0,2,6,4,93,40,1,0,6,6,2,0,1,2,2,4,3,4,6,430,1,0,554,606,1,3,1,3,607,0,0,1,0,1,1,2,1,3,3,6,1,1,79,1,2,239,3,3,2,146,0,0,0,0
765,469,239,5,6,36,77,1,3,1,1,4,0,20,2,2,0,5,6,7,49,42,1,0,6,6,2,0,1,3,1,3,3,1,1,0,1,0,544,108,1,3,1,3,79,214,0,0,0,1,1,3,1,2,4,6,2,5,36,1,1,31,3,3,1,0,0,66,0,0
766,539,166,4,6,36,199,1,3,3,1,4,0,20,2,2,0,0,5,5,26,0,1,0,8,8,2,0,0,2,0,3,3,1,1,0,1,0,771,339,1,4,1,3,358,0,20,0,0,1,0,3,1,2,4,6,0,5,10,1,1,15,2,3,2,0,0,98,0,0
767,469,396,0,5,53,898,1,3,3,1,4,1,14,2,2,0,2,4,4,77,25,1,0,6,6,2,0,1,2,1,4,3,3,5,738,2,36,147,670,1,3,1,3,643,0,0,1,0,1,0,2,1,2,4,6,1,1,64,2,2,160,3,3,2,192,28,0,0,0
768,56,30,1,6,26,690,1,3,3,1,4,0,11,2,2,0,2,4,3,25,0,1,0,13,14,2,0,1,2,0,3,3,1,1,0,1,0,512,87,1,4,0,0,160,0,0,0,0,1,0,2,1,3,2,6,0,6,100,0,0,0,0,0,0,0,0,0,0,0
769,644,393,5,5,33,639,1,2,1,1,4,0,8,2,2,0,5,5,4,100,47,1,0,12,13,2,0,1,2,2,4,3,3,1,0,1,0,737,292,1,3,1,3,241,216,0,0,0,2,1,3,1,2,5,6,1,1,86,3,2,196,3,3,2,62,28,0,0,0
770,222,90,4,6,20,228,1,3,3,1,4,0,20,2,2,0,0,4,8,6,46,1,0,13,6,2,0,1,2,0,2,3,1,1,0,1,0,570,125,1,3,1,3,67,47,0,0,0,1,0,3,1,3,3,6,0,6,100,0,0,0,0,0,0,0,144,8,0,0
771,316,420,0,5,81,1140,1,1,3,1,4,0,5,2,2,0,2,5,4,98,45,1,0,12,13,2,0,2,3,2,4,4,1,5,190,4,179,263,528,1,4,1,3,496,0,0,1,0,2,0,3,1,3,4,6,0,1,84,2,2,252,3,3,2,0,17,0,0,0
772,94,118,0,4,56,1201,1,3,3,1,4,0,15,1,2,0,2,4,5,64,11,1,0,12,13,2,0,1,2,1,3,3,1,3,299,2,44,214,268,1,2,1,3,223,0,0,0,0,1,0,2,1,2,3,6,0,1,50,1,1,417,3,3,2,96,0,0,0,23
773,47,146,1,5,56,579,1,3,3,1,0,0,15,2,2,0,2,4,5,48,0,1,0,8,8,2,0,1,3,1,3,3,1,4,483,1,0,55,196,1,2,1,3,138,0,0,1,0,1,0,2,1,1,2,6,0,5,34,1,1,31,3,3,2,0,0,0,0,0
774,821,452,10,6,59,918,1,3,3,1,0,0,5,2,2,2,6,5,4,100,48,1,0,12,13,2,0,1,3,2,4,3,4,6,899,2,52,47,902,1,4,1,3,922,0,0,2,0,2,0,2,2,2,6,6,0,1,87,1,3,410,3,3,2,115,57,0,0,0
775,613,632,0,5,54,942,1,3,3,1,4,0,24,2,2,0,2,7,4,110,57,1,0,12,13,3,320,1,2,2,4,3,1,6,9,1,0,985,782,1,4,1,3,767,0,0,0,0,2,0,3,1,3,4,6,1,1,96,2,3,435,3,3,2,100,87,0,0,0
776,853,476,0,5,110,1598,1,2,3,1,0,0,15,3,2,0,2,5,5,69,52,1,0,3,9,2,0,2,2,1,3,3,1,5,127,3,211,470,757,1,4,1,3,936,0,0,0,0,2,1,2,1,3,4,3,1,1,55,3,2,303,3,3,2,0,0,0,0,0
777,704,264,4,5,56,816,1,3,3,1,4,0,15,2,2,0,0,5,7,53,55,1,0,12,13,2,0,1,3,1,3,3,1,4,46,1,0,608,251,1,4,1,3,419,130,0,0,0,1,1,3,1,2,4,4,0,1,39,1,1,51,3,3,2,0,0,0,0,0
778,1082,663,5,5,72,1203,1,2,3,1,0,0,8,2,2,0,5,7,4,107,55,1,0,12,13,1,181,2,2,2,4,3,3,1,0,1,0,809,406,1,4,1,3,365,551,0,0,0,2,1,4,1,3,7,6,1,3,93,3,3,351,3,3,2,77,36,0,0,0
779,122,264,11,6,38,278,1,2,3,1,3,0,14,2,2,4,6,5,4,99,47,1,0,12,13,1,93,1,2,2,5,3,3,3,2,6,237,0,295,1,4,1,3,258,0,0,2,0,0,1,0,1,2,1,6,0,1,85,3,2,196,3,3,2,0,30,0,0,0
780,417,415,0,5,126,1296,1,2,3,1,4,0,15,2,2,0,2,6,5,63,10,1,0,9,9,1,90,1,2,1,3,3,1,4,358,1,0,646,623,1,3,1,3,598,0,0,0,0,1,1,3,1,2,3,6,2,1,49,1,2,180,3,3,2,0,0,112,0,0
781,1186,774,5,5,81,1100,1,3,1,1,4,1,18,2,2,0,5,7,4,95,43,1,0,6,7,1,382,2,2,2,5,3,4,6,763,1,0,163,627,1,4,1,3,735,545,0,1,0,2,1,3,1,3,7,6,3,1,81,2,3,511,3,3,2,131,180,104,0,0
782,171,149,4,6,45,721,1,3,3,1,0,0,20,2,2,0,0,4,6,11,53,1,0,12,13,2,0,1,2,1,3,3,1,1,0,1,0,286,14,1,4,1,3,81,19,0,0,0,1,0,2,1,2,3,6,0,5,50,1,1,79,3,3,0,0,0,77,0,0
783,744,763,11,5,8,1072,1,2,3,1,1,0,27,2,2,4,2,7,4,96,43,1,0,3,3,2,0,2,2,2,4,3,4,6,900,1,0,61,865,1,4,1,3,875,0,0,2,0,1,1,1,1,3,4,6,2,1,82,3,2,208,3,3,2,79,21,0,0,0
784,1142,784,5,5,87,1588,1,3,3,1,0,0,19,2,2,0,5,8,4,109,56,1,0,12,13,3,273,1,2,2,5,4,3,1,0,1,0,890,566,1,4,1,3,535,560,0,0,0,3,1,4,1,3,7,6,0,1,95,2,3,482,3,3,2,192,136,0,0,0
785,256,209,0,5,61,307,1,3,3,1,0,0,22,1,2,0,2,3,4,64,11,1,0,12,13,2,0,1,2,1,3,3,1,5,654,1,0,67,395,1,2,1,3,426,0,0,1,0,1,1,3,1,1,3,6,0,1,50,2,2,273,3,3,2,122,0,0,0,0
786,309,228,10,5,46,427,1,3,3,1,4,0,15,2,2,2,7,4,5,65,12,3,0,13,14,1,82,1,2,1,3,3,3,5,567,1,0,244,454,1,2,1,3,488,0,0,1,0,1,0,3,1,2,4,6,0,1,51,1,2,269,3,3,2,0,10,0,0,0
788,301,441,11,5,14,158,1,2,3,1,4,0,25,2,2,4,2,7,4,91,38,1,0,5,5,2,0,2,2,1,4,3,4,6,128,1,0,739,502,1,3,1,3,479,0,0,1,0,2,0,2,1,2,3,6,0,1,77,2,2,215,3,3,2,0,96,0,0,30
789,153,341,0,5,19,1446,1,1,3,1,1,0,5,2,2,0,2,4,4,98,45,1,0,12,13,2,0,1,2,2,4,3,1,5,495,1,0,218,354,1,4,1,3,308,0,0,0,1,1,0,3,1,2,3,6,0,1,85,1,2,301,3,3,2,176,0,0,0,0
790,147,279,0,5,126,1008,1,2,3,1,0,0,15,2,2,0,2,5,4,74,21,3,0,9,9,2,0,1,2,1,3,3,1,5,154,2,4,555,347,1,2,1,3,301,0,0,1,0,1,1,3,1,2,3,6,0,5,68,1,2,301,3,3,2,0,225,14,0,0
791,121,249,0,5,126,1443,1,2,3,1,1,0,22,2,2,0,2,4,5,68,15,3,0,6,9,1,77,1,2,1,3,3,1,4,370,2,125,0,307,1,2,1,3,257,0,0,1,0,1,0,3,1,2,3,6,0,1,54,1,1,63,3,3,2,134,0,0,0,0
792,50,65,3,6,26,171,1,3,3,1,4,0,11,5,2,0,1,4,5,46,0,1,0,8,8,2,0,1,2,1,3,3,3,4,44,1,0,508,147,1,0,0,1,147,0,0,0,0,1,0,2,1,2,3,6,0,5,31,1,2,117,3,3,2,0,0,140,0,0
793,472,178,0,5,126,1154,1,2,3,1,4,0,22,2,2,0,2,4,5,60,46,3,0,13,14,1,134,1,2,1,4,3,1,5,835,1,0,52,673,1,2,1,3,646,0,0,1,0,1,1,3,1,2,3,3,1,5,46,1,2,259,3,3,2,0,0,0,0,9
794,13,45,14,6,0,3,1,3,3,1,4,0,13,2,2,4,6,3,3,73,20,1,0,5,5,2,0,1,2,1,4,3,3,6,331,1,0,79,98,1,2,1,3,46,0,0,1,0,1,0,1,1,2,1,6,0,1,59,1,1,61,3,3,2,0,0,0,0,0
795,679,220,0,5,76,1678,1,3,3,1,2,0,22,2,2,0,2,4,4,53,0,1,0,13,8,2,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2,1,0,822,0,0,0,0,1,0,3,1,2,5,5,1,1,39,2,2,141,3,3,2,0,0,129,0,0
796,951,735,5,2,126,479,1,2,3,1,4,0,24,2,2,0,5,7,4,106,54,3,0,5,5,2,0,2,2,2,5,3,1,6,675,1,0,52,408,1,4,1,3,383,417,0,1,0,2,1,3,1,3,6,6,2,5,92,1,2,280,3,3,2,0,38,0,0,59
797,831,649,5,2,48,610,1,3,3,1,4,0,24,2,2,0,5,6,4,112,59,1,0,12,13,2,0,1,2,2,4,3,1,6,581,1,0,42,279,1,4,1,3,254,390,0,1,0,2,1,3,1,3,5,6,1,1,98,2,2,358,3,3,2,122,96,0,0,0
798,924,612,5,5,66,1141,1,3,3,1,0,0,5,2,2,0,5,6,4,98,46,1,0,12,13,2,0,2,3,2,4,4,3,6,469,1,0,191,304,1,4,1,3,271,453,0,1,0,2,1,4,1,3,6,6,1,1,84,2,2,331,3,3,2,220,148,0,0,0
799,445,368,0,5,56,939,1,2,3,1,4,0,15,2,2,0,2,5,4,64,11,1,0,14,15,0,327,1,2,1,3,3,1,5,159,3,124,577,648,1,2,1,3,621,0,0,1,0,1,1,3,1,2,4,6,1,1,50,1,2,237,3,3,2,0,11,0,0,0
800,592,666,0,5,50,658,1,3,3,1,4,0,24,2,2,0,2,7,4,108,55,1,0,12,13,1,106,2,2,2,4,3,3,6,536,1,0,632,769,1,4,1,3,748,0,0,1,0,2,0,3,1,3,5,6,0,1,94,2,2,219,3,3,2,102,30,0,0,0
801,545,146,4,5,28,632,1,3,3,1,4,0,7,2,2,0,0,5,3,48,0,1,0,12,13,2,0,1,2,1,3,2,1,2,37,1,0,537,157,1,2,1,0,142,221,0,0,0,1,1,3,1,2,5,6,1,5,38,1,1,23,3,3,2,0,126,0,0,0
802,1200,856,5,5,23,1735,1,1,1,1,1,1,25,2,2,0,5,7,4,106,53,3,0,5,15,1,361,3,2,2,4,3,4,5,870,1,0,180,833,1,4,1,3,857,578,0,1,0,3,1,4,1,4,10,3,1,3,92,3,3,483,3,3,2,346,27,0,0,74
803,151,61,13,6,0,13,1,3,3,1,4,0,2,2,2,3,5,5,4,74,21,1,0,6,6,1,177,1,2,1,3,3,1,5,238,1,0,58,44,1,2,1,3,9,95,0,0,0,1,1,2,1,2,2,6,0,5,60,1,1,46,3,3,2,0,0,0,0,0
804,797,549,5,5,55,741,1,2,3,1,4,0,5,2,2,0,5,6,4,109,56,1,0,12,13,2,0,2,2,2,4,3,3,1,0,1,0,753,310,1,4,1,3,260,341,0,0,0,2,1,3,1,3,6,6,0,1,95,2,2,354,3,3,2,100,43,0,0,0
805,569,596,6,5,30,408,1,3,3,1,0,0,6,2,2,0,5,7,8,31,47,1,0,11,12,2,0,2,3,2,2,3,1,5,252,1,0,324,201,1,4,1,3,142,239,0,1,0,2,0,3,1,3,5,6,1,5,15,1,1,5,3,3,1,50,8,15,0,0
806,700,486,5,5,43,1361,1,3,3,1,2,0,23,2,2,0,5,6,4,106,54,1,0,12,13,1,61,2,2,2,4,3,3,1,0,1,0,685,232,1,4,1,3,173,319,0,0,0,2,1,3,1,3,6,6,0,1,92,2,2,213,3,3,2,122,58,0,0,0
807,31,44,1,5,28,219,1,2,3,1,4,0,3,2,2,0,2,3,4,32,3,1,0,8,8,1,72,1,3,2,2,3,2,1,0,1,0,506,84,1,3,1,3,106,0,0,0,0,1,0,1,1,2,3,6,0,5,42,1,2,259,3,3,2,0,0,9,0,0
808,673,209,4,6,45,1241,1,3,3,1,4,0,20,0,2,0,0,4,6,51,59,1,0,12,13,2,0,1,3,0,3,3,1,4,547,1,0,193,384,1,4,1,3,341,164,0,0,0,1,0,3,1,3,5,6,1,5,37,1,1,31,3,3,2,0,88,66,0,0
809,309,381,0,5,34,350,1,3,3,1,4,0,8,2,2,0,2,5,4,96,43,1,0,6,6,1,23,1,2,2,4,3,1,1,0,1,0,868,515,1,4,1,3,488,0,0,0,0,2,0,3,1,3,4,6,1,1,82,1,2,169,3,3,2,0,12,0,0,0
810,669,472,8,5,36,561,1,3,3,1,4,0,8,2,2,0,7,6,4,99,47,1,0,6,6,1,14,1,2,2,4,3,1,6,156,1,0,61,22,1,3,1,3,279,204,0,0,0,2,1,3,1,2,5,6,1,3,85,3,2,138,3,3,2,23,61,0,0,0
811,534,213,13,6,17,55,1,3,3,1,4,0,13,2,2,4,5,4,6,79,26,1,0,5,5,2,0,1,2,2,4,3,1,5,178,1,0,178,67,1,2,1,3,248,126,0,0,0,2,0,4,1,2,4,6,1,1,65,1,1,100,3,3,2,56,17,0,0,0
812,493,245,1,5,30,344,1,3,3,1,4,0,6,2,2,0,2,4,4,32,0,3,0,11,9,2,0,1,2,2,3,3,2,4,179,1,0,770,598,1,2,1,3,664,0,0,0,0,1,0,3,1,2,4,6,0,5,62,1,1,110,3,3,2,0,0,29,0,0
813,784,486,5,5,41,1476,1,2,3,1,4,0,5,2,2,0,5,6,4,105,52,1,0,12,13,1,102,2,2,2,4,3,0,1,0,1,0,751,308,1,4,1,3,258,329,0,0,0,2,1,3,1,3,5,6,1,1,91,2,2,209,3,3,2,100,84,0,0,0
814,655,646,0,5,66,1208,1,3,3,1,0,0,5,2,2,0,2,6,4,105,52,3,0,12,13,2,0,2,2,2,4,3,3,6,809,1,0,276,787,1,4,1,3,801,0,0,1,0,2,0,3,1,3,4,6,0,1,91,2,3,564,3,3,2,210,81,0,0,0
815,457,169,4,6,26,603,1,3,2,1,4,0,11,2,2,0,0,5,5,42,0,1,0,8,8,2,0,1,2,0,3,3,1,1,0,1,0,641,187,1,2,1,3,129,158,0,0,0,2,0,3,1,2,5,6,1,5,27,1,1,12,3,3,0,0,0,0,0,0
816,705,396,5,5,126,1424,1,2,3,1,4,0,17,2,2,0,5,6,5,74,21,1,0,6,6,2,0,1,2,1,4,4,1,5,388,1,0,188,224,1,2,1,3,180,316,0,0,0,1,1,4,1,2,5,6,0,1,60,3,2,200,3,3,2,0,0,0,0,0
817,936,827,0,5,71,1306,1,3,3,1,4,0,19,2,2,0,2,8,4,111,58,3,0,12,13,3,314,3,2,2,5,3,3,6,808,1,0,647,944,1,4,1,3,963,0,0,1,0,2,0,3,1,4,5,6,1,1,97,2,3,517,3,3,2,146,86,0,0,0
818,502,345,5,5,44,542,1,2,3,1,0,0,14,2,2,0,5,4,6,80,27,1,0,9,9,2,0,1,2,2,4,3,1,3,347,1,0,137,145,1,4,1,3,86,241,0,1,0,1,1,3,1,2,4,6,1,1,66,3,2,262,3,3,2,0,122,0,0,85
819,230,115,0,5,55,442,1,2,3,1,0,0,6,1,2,0,2,5,4,54,1,3,0,14,9,1,55,1,1,2,3,3,1,3,323,1,0,498,441,1,1,0,0,400,0,0,0,1,1,0,2,1,2,3,6,1,1,40,3,1,105,3,3,2,37,93,0,0,78
820,395,143,13,6,0,13,1,3,3,1,4,0,2,2,2,3,5,4,4,74,21,1,0,6,6,1,100,1,2,1,3,3,1,1,0,1,0,527,98,1,2,1,3,46,206,0,0,0,2,1,3,1,2,4,6,0,5,80,1,1,56,3,3,2,0,0,0,0,0
821,209,220,0,5,29,506,1,2,3,1,1,0,15,2,2,0,2,5,6,57,4,3,0,8,8,1,49,1,2,1,3,3,1,5,314,1,0,481,416,1,3,1,3,375,0,0,1,0,1,0,3,1,2,4,6,0,1,43,1,1,70,3,3,2,0,0,0,0,0
822,374,504,0,2,48,610,1,3,3,1,4,0,24,2,2,0,2,7,4,109,56,1,0,12,13,2,0,2,2,2,4,3,1,6,4,1,0,894,591,1,4,1,3,557,0,0,0,0,2,0,2,1,3,3,6,0,1,95,2,2,309,3,3,2,0,50,0,0,0
823,998,667,5,5,107,1605,1,2,3,1,0,0,19,2,2,0,5,7,4,110,58,1,0,12,13,2,0,2,2,2,4,3,1,1,0,1,0,996,797,1,4,1,3,783,140,0,0,0,2,1,3,1,3,5,6,1,5,96,1,2,415,3,3,2,0,230,0,0,0
824,46,100,1,6,36,587,1,3,3,1,4,0,20,2,2,0,2,4,7,29,0,1,0,11,12,2,0,2,2,2,2,3,1,1,0,1,0,523,94,1,2,1,3,137,0,0,0,0,1,0,2,1,2,3,6,0,5,52,1,1,62,3,3,2,0,0,39,0,0
825,672,278,10,5,76,1702,1,3,0,1,4,0,14,2,2,2,2,4,3,70,17,1,0,6,9,2,0,1,2,1,3,3,3,1,0,1,0,1016,828,1,2,1,3,818,0,0,0,0,2,0,4,2,2,6,6,0,1,56,1,2,301,3,3,1,0,0,0,0,0
826,849,618,5,5,61,1017,1,3,3,1,0,0,23,2,2,0,5,6,4,96,44,1,0,12,13,2,0,2,3,2,4,4,1,6,303,1,0,509,431,1,4,1,3,389,300,0,1,0,2,1,3,1,3,6,6,1,1,82,2,2,208,3,3,2,306,88,80,0,0
827,174,176,0,5,126,1393,1,2,3,1,1,0,22,2,2,0,2,4,5,68,15,1,0,6,6,2,0,1,2,1,3,3,1,3,492,1,0,253,381,1,2,1,3,338,0,0,0,0,1,1,3,1,2,3,6,0,1,54,1,1,79,3,3,2,0,0,0,0,0
828,914,589,5,5,58,1143,1,3,3,1,4,0,23,2,2,0,5,6,5,92,39,1,0,9,9,1,255,2,2,1,4,3,3,6,262,1,0,319,209,1,3,1,3,475,303,0,0,0,2,1,3,1,3,5,6,1,1,78,3,2,300,3,3,2,0,72,0,15,0
829,231,295,0,5,53,750,1,3,3,1,2,0,14,1,0,0,2,4,4,110,58,1,0,12,13,2,0,1,2,2,4,3,1,1,0,1,0,829,442,1,4,1,3,401,0,0,0,0,1,0,2,1,2,3,6,0,6,100,0,0,0,0,0,2,0,42,0,0,0
830,979,619,5,5,51,768,1,3,3,1,4,0,5,2,2,0,5,6,4,100,47,1,0,12,13,2,0,2,2,2,4,3,1,1,0,1,0,801,395,1,4,1,3,358,456,0,0,0,2,1,4,1,3,7,6,1,1,86,3,2,341,3,3,2,269,28,0,0,0
831,950,712,5,5,61,1027,1,3,3,1,4,0,19,2,2,0,5,6,4,106,54,1,0,12,13,1,227,2,2,2,4,3,1,6,610,1,0,90,361,1,4,1,3,324,450,0,1,0,2,1,3,1,3,6,6,1,3,92,2,3,503,3,3,2,259,52,0,0,0
832,182,157,13,6,2,18,1,3,3,1,1,0,1,2,2,3,5,5,5,83,30,1,0,8,8,2,0,1,2,1,4,3,1,6,218,1,0,105,53,1,2,1,3,15,101,0,0,0,1,0,2,1,2,3,6,1,5,69,1,2,198,3,3,2,166,0,0,0,0
833,516,226,7,6,29,194,1,3,3,1,0,0,20,0,2,0,5,6,7,26,15,1,0,13,15,2,0,1,2,0,3,3,1,4,44,1,0,429,94,1,4,1,3,94,244,0,0,0,1,0,3,1,2,5,6,0,5,25,1,1,63,3,3,2,0,167,0,0,0
834,93,48,1,1,96,1640,0,3,0,1,4,0,11,2,2,0,2,2,3,40,0,1,0,8,8,2,0,0,2,1,3,3,1,1,0,1,0,724,277,1,2,1,3,222,0,0,0,0,1,0,2,1,2,4,6,0,5,83,2,3,565,3,3,2,0,11,0,0,0
835,285,149,4,5,21,392,1,3,3,1,0,0,20,2,2,0,0,4,7,31,0,1,0,12,13,2,0,1,3,2,3,3,1,1,0,1,0,617,167,1,2,1,3,106,52,0,0,0,1,0,3,1,2,3,6,0,5,22,1,1,63,2,3,0,49,0,47,0,0
836,74,174,0,5,36,306,1,3,3,1,4,0,15,2,2,0,2,3,5,73,20,1,0,6,9,2,0,1,2,1,3,3,1,5,226,4,82,196,257,1,2,1,3,194,0,0,0,0,1,0,3,1,3,3,6,0,5,78,1,2,367,3,3,2,58,0,0,0,0
837,74,217,0,5,38,331,1,3,3,1,4,0,15,2,2,0,2,4,5,70,17,1,0,6,6,2,0,1,2,2,3,3,1,4,440,1,0,163,257,1,2,1,3,194,0,0,0,1,1,0,2,1,2,3,6,0,1,56,3,1,83,3,3,2,0,0,0,0,0
838,703,745,11,5,24,259,1,3,3,1,4,0,19,2,2,4,2,8,4,109,56,3,0,8,8,1,354,3,2,2,5,4,1,6,257,1,0,892,840,1,4,1,3,841,0,0,1,0,2,0,2,1,3,4,6,1,1,95,2,2,300,3,3,2,180,64,0,0,0
839,151,112,13,6,0,13,1,3,3,1,4,0,2,2,2,3,5,5,4,76,23,1,0,6,6,1,265,1,2,1,3,3,1,2,292,1,0,7,44,1,2,1,3,9,95,0,0,1,1,1,2,1,2,3,6,0,5,62,1,1,46,3,3,2,27,0,0,0,0
840,1059,632,5,5,126,1575,1,1,3,1,1,0,8,8,2,0,5,6,4,102,49,1,0,12,13,1,158,2,2,2,4,3,1,5,639,1,0,209,511,1,4,1,3,515,469,0,1,0,2,1,4,1,3,6,6,1,3,88,3,3,366,3,3,2,241,0,0,0,0
841,274,173,0,5,46,709,1,3,3,1,4,0,15,2,2,0,2,4,4,63,10,3,0,6,6,0,43,1,2,1,3,3,1,1,0,1,0,853,482,1,2,1,3,446,0,0,0,0,1,0,3,1,2,4,6,1,1,49,2,1,100,3,3,2,0,0,0,0,0
842,175,188,15,5,46,311,1,3,3,1,4,0,15,0,2,1,6,4,4,65,12,1,0,8,8,2,0,1,2,1,3,3,3,5,669,1,0,37,382,1,2,1,3,339,0,0,1,0,1,0,3,1,2,4,6,0,6,100,0,0,0,0,0,2,58,68,0,0,0
843,1077,770,5,5,58,1204,1,2,3,1,4,0,19,2,2,0,5,7,4,108,56,3,0,8,8,1,100,2,2,2,5,3,3,6,618,1,0,539,761,1,4,1,3,753,310,0,1,0,2,1,4,1,4,8,6,1,3,94,3,3,448,3,3,2,77,25,0,0,0
